species_cluster,Accession_number,Location,Biogeographic_region
10,78d95a783243e3f1484755c9067aa472,Chile,TEMP. SOUTH AMERICA
10,dcf5e67f3fdc8df019f96e531c0346c5,Chile,TEMP. SOUTH AMERICA
10,63dad4fad45a56cf20fee026dee16d9a,Chile,TEMP. SOUTH AMERICA
10,0d47dfa577de96f6b51b98a4c525ea9d,Chile,TEMP. SOUTH AMERICA
10,da959011c97e1e1752899c19ea640b22,Chile,TEMP. SOUTH AMERICA
10,ba12e464d13bcbe0de076ccb72080167,Chile,TEMP. SOUTH AMERICA
10,a54d0d4f6720f6dc6f48da8a3b09cd24,Chile,TEMP. SOUTH AMERICA
10,5ab4575c0d7f55ed9a2a1e143d9d6c69,Chile,TEMP. SOUTH AMERICA
10,1766c69e29b339a4531b925c35cc2f28,Chile,TEMP. SOUTH AMERICA
10,7fdf8210743531f3688bb9cd6fa49dde,Chile,TEMP. SOUTH AMERICA
10,0b6fbe9d7a2221dfc184c28e5646bba6,Chile,TEMP. SOUTH AMERICA
11,KT822309.1,China,EAST ASIA
11,KT822308.1,China,EAST ASIA
11,KT822295.1,China,EAST ASIA
11,MG931778.1,China,EAST ASIA
11,MG931750.1,China,EAST ASIA
11,MG931748.1,China,EAST ASIA
11,MG931752.1,China,EAST ASIA
11,MG931751.1,China,EAST ASIA
11,KP162328.1,China,EAST ASIA
11,KP960524.1,Russia,EAST ASIA
11,KP960523.1,Russia,EAST ASIA
11,MG931921.1,Russia,EAST ASIA
11,MH930140.1,Russia,EAST ASIA
11,FJ664576.1,Russia,EAST ASIA
11,MG931842.1,Belarus,EUROPE
11,HQ232287.1,Finland,EUROPE
11,KP960522.1,Finland,EUROPE
11,KP960521.1,Finland,EUROPE
11,KP960520.1,Finland,EUROPE
11,JN657467.1,Finland,EUROPE
11,AJ250052.1,Finland,EUROPE
11,JN657468.1,Germany,EUROPE
11,JF907777.1,Italy,EUROPE
11,MK028918.1,Poland,EUROPE
11,AY848942.1,Poland,EUROPE
11,JN657470.1,Switzerland,EUROPE
11,JN657469.1,Switzerland,EUROPE
12,KF032530.1,China,EAST ASIA
12,KT822245.1,China,EAST ASIA
12,KF032534.1,China,EAST ASIA
12,KT822249.1,China,EAST ASIA
12,KF032535.1,China,EAST ASIA
12,KF032532.1,China,EAST ASIA
12,MG931804.1,China,EAST ASIA
12,KT822246.1,Japan,EAST ASIA
12,AB510864.1,Japan,EAST ASIA
12,AB510860.1,Japan,EAST ASIA
12,AB510857.1,Japan,EAST ASIA
12,AB510852.1,Japan,EAST ASIA
12,AB510880.1,Japan,EAST ASIA
12,AB716749.1,Japan,EAST ASIA
12,AB510856.1,Japan,EAST ASIA
12,AB510858.1,Japan,EAST ASIA
12,AF163594.1,Japan,EAST ASIA
12,AF163592.1,South Korea,EAST ASIA
12,AF163591.1,South Korea,EAST ASIA
12,AF163593.1,South Korea,EAST ASIA
12,KT822248.1,Africa,SUBSAHARAN AFRICA
12,KT822250.1,Kenya,SUBSAHARAN AFRICA
12,KT822247.1,Kenya,SUBSAHARAN AFRICA
12,FJ664611.1,Chile,TEMP. SOUTH AMERICA
13,FJ660944.1,Argentina,TEMP. SOUTH AMERICA
13,27125feea33880cc4a3bdbde93bb05dc,Argentina,TEMP. SOUTH AMERICA
13,73e1ba33ef7b62617b3949afab48fac6,Argentina,TEMP. SOUTH AMERICA
13,c92ceaa090e5fb7e9b3ca128070e0aff,Argentina,TEMP. SOUTH AMERICA
13,32e1cd544f0ae8a10b3df962b743156b..,Argentina,TEMP. SOUTH AMERICA
13,32e1cd544f0ae8a10b3df962b743156b_2,Argentina,TEMP. SOUTH AMERICA
13,2ac595d405e1b424aad6a83f939f914e..,Argentina,TEMP. SOUTH AMERICA
13,7e195638f0720ff22692021808b83c8a..,Argentina,TEMP. SOUTH AMERICA
13,c24424e14700e97c71497673c8bce9df,Argentina,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce,Chile,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce_2,Chile,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce_3,Chile,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce_4,Chile,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce_5,Chile,TEMP. SOUTH AMERICA
13,525a8185fd8f1ad413dc990a069741ce_6,Chile,TEMP. SOUTH AMERICA
13,aa324d7381bac02364e958a9e89f56bb,Chile,TEMP. SOUTH AMERICA
13,4affbda529953d7975379f1e55d3d3fd,Chile,TEMP. SOUTH AMERICA
13,2a3c3a944b919fe483742cc8e63dce01,Chile,TEMP. SOUTH AMERICA
13,7262b742c90aac14b71d3eac0b716de,Chile,TEMP. SOUTH AMERICA
13,ea6d3bc7df601c9d36c98dbb0bdb3efd..,Chile,TEMP. SOUTH AMERICA
13,7780fccb4d6609d862996752ef33563a..,Chile,TEMP. SOUTH AMERICA
13,7e195638f0720ff22692021808b83c8a_2,Chile,TEMP. SOUTH AMERICA
13,bc334cbb007c312fefd0a436f09d227c,Chile,TEMP. SOUTH AMERICA
13,9be1faf4197c02be76d5147a2ea86da1,Chile,TEMP. SOUTH AMERICA
13,d3acf7de335046d596d56e48664cab28,Chile,TEMP. SOUTH AMERICA
13,ccc09546a438072554c84a3d1d483d9f,Chile,TEMP. SOUTH AMERICA
14,AY333917.1,Africa,SUBSAHARAN AFRICA
14,AY333914.1,Africa,SUBSAHARAN AFRICA
14,MG182011.1,Cameroon,SUBSAHARAN AFRICA
14,MG182008.1,Cameroon,SUBSAHARAN AFRICA
14,KU170951.1,Cameroon,SUBSAHARAN AFRICA
14,MG182009.1,Cameroon,SUBSAHARAN AFRICA
14,MG182010.1,Cameroon,SUBSAHARAN AFRICA
14,MG182007.1,Cameroon,SUBSAHARAN AFRICA
14,MG182006.1,Cameroon,SUBSAHARAN AFRICA
14,MG182005.1,Cameroon,SUBSAHARAN AFRICA
14,MG182004.1,Cameroon,SUBSAHARAN AFRICA
14,MG182003.1,Cameroon,SUBSAHARAN AFRICA
14,MG254549.1,Cameroon,SUBSAHARAN AFRICA
14,MG254554.1,Cameroon,SUBSAHARAN AFRICA
14,MG254552.1,Cameroon,SUBSAHARAN AFRICA
14,AY882980.1,Cameroon,SUBSAHARAN AFRICA
14,KU170952.1,Cameroon,SUBSAHARAN AFRICA
14,MG254553.1,Cameroon,SUBSAHARAN AFRICA
14,AY882981.1,Zambia,SUBSAHARAN AFRICA
14,AY882985.1,Zimbabwe,SUBSAHARAN AFRICA
14,AY882984.1,Zimbabwe,SUBSAHARAN AFRICA
14,AY882983.1,Zimbabwe,SUBSAHARAN AFRICA
14,AY882982.1,Zimbabwe,SUBSAHARAN AFRICA
14,KF923251.1,Zimbabwe,SUBSAHARAN AFRICA
14,KF878324.1,Zimbabwe,SUBSAHARAN AFRICA
14,KF878323.1,Zimbabwe,SUBSAHARAN AFRICA
15,AY333922.1,Africa,SUBSAHARAN AFRICA
15,AY333921.1,Africa,SUBSAHARAN AFRICA
15,AY333918.1,Africa,SUBSAHARAN AFRICA
15,AY333916.1,Africa,SUBSAHARAN AFRICA
15,AY333919.1,Africa,SUBSAHARAN AFRICA
15,AY333920.1,Africa,SUBSAHARAN AFRICA
15,AY333915.1,Africa,SUBSAHARAN AFRICA
15,AY333913.1,Africa,SUBSAHARAN AFRICA
15,AY882969.1,Ethiopia,SUBSAHARAN AFRICA
15,AY882968.1,Ethiopia,SUBSAHARAN AFRICA
15,AY882973.1,Kenya,SUBSAHARAN AFRICA
15,AY882972.1,Kenya,SUBSAHARAN AFRICA
15,FJ664588.1,Kenya,SUBSAHARAN AFRICA
15,AY882977.1,Malawi,SUBSAHARAN AFRICA
15,AY882976.1,Malawi,SUBSAHARAN AFRICA
15,AY882975.1,Reunion,SUBSAHARAN AFRICA
15,AY882974.1,Reunion,SUBSAHARAN AFRICA
15,FJ664587.1,Reunion,SUBSAHARAN AFRICA
15,AY882971.1,South Africa,SUBSAHARAN AFRICA
15,AY882970.1,South Africa,SUBSAHARAN AFRICA
15,AY882979.1,Tanzania,SUBSAHARAN AFRICA
15,AY882978.1,Tanzania,SUBSAHARAN AFRICA
15,AY882967.1,Zimbabwe,SUBSAHARAN AFRICA
15,AY882966.1,Zimbabwe,SUBSAHARAN AFRICA
16,AY554333.1,Bhutan,EAST ASIA
16,AY554332.1,Bhutan,EAST ASIA
16,KT822255.1,China,EAST ASIA
16,KT822243.1,China,EAST ASIA
16,KT822242.1,China,EAST ASIA
16,KP162319.1,China,EAST ASIA
16,KT822252.1,China,EAST ASIA
16,KT822244.1,China,EAST ASIA
16,KU885965.1,China,EAST ASIA
16,KT822253.1,China,EAST ASIA
16,KT822251.1,China,EAST ASIA
16,MG931812.1,China,EAST ASIA
16,MG931790.1,China,EAST ASIA
16,MG931787.1,China,EAST ASIA
16,MG931786.1,China,EAST ASIA
16,MG931782.1,China,EAST ASIA
16,MG931746.1,China,EAST ASIA
16,KT822254.1,China,EAST ASIA
16,KJ643339.1,China,EAST ASIA
16,AB510863.1,Japan,EAST ASIA
17,a1c0312a62d888079bab4b50b9c700bf..,Argentina,TEMP. SOUTH AMERICA
17,a42690b19532eac936b98881d3b97f8e,Argentina,TEMP. SOUTH AMERICA
17,e531a21123d531e61267afab3329b9af,Argentina,TEMP. SOUTH AMERICA
17,31cc489fa3ad68ddcf6422a01da75f56,Argentina,TEMP. SOUTH AMERICA
17,55301320c91e6649d3e25ec32398897e,Argentina,TEMP. SOUTH AMERICA
17,5fcfd7eae25ce72e4e82776f91373238,Argentina,TEMP. SOUTH AMERICA
17,e3686fc1cb771e28acfd4bba7c93d7dc,Argentina,TEMP. SOUTH AMERICA
17,12818f75979e0565545ae41db6f4d8d3,Argentina,TEMP. SOUTH AMERICA
17,e6faf5016c2b69c8eebf00e3f0ed0b62,Argentina,TEMP. SOUTH AMERICA
17,7d9f9e7529e2b27ea2b1bf283cfc6df1,Argentina,TEMP. SOUTH AMERICA
17,aa5c98bab774b7c1768df8a73b27a0c3,Chile,TEMP. SOUTH AMERICA
17,4e5c33a725f0ad5d46eed91d577dfcf3,Chile,TEMP. SOUTH AMERICA
17,b7dc34a93435fd259120ce5ec64d35bf,Chile,TEMP. SOUTH AMERICA
17,ae946debb143ac00728a03506a10cceb,Chile,TEMP. SOUTH AMERICA
17,9c16b6a55b847203a36657c99916c9c7,Chile,TEMP. SOUTH AMERICA
17,88ed2cfd8738a7b9d8f557deeca7e95a,Chile,TEMP. SOUTH AMERICA
17,88ed2cfd8738a7b9d8f557deeca7e95a_2,Chile,TEMP. SOUTH AMERICA
17,3f33bc6195153f570c90efb1ba522c56,Chile,TEMP. SOUTH AMERICA
17,cd852d6b960d82766833d7987aaf0ad9,Chile,TEMP. SOUTH AMERICA
18,KR063261.1,New Zealand,NEW ZEALAND
18,KR063262.1,New Zealand,NEW ZEALAND
18,KR063263.1,New Zealand,NEW ZEALAND
18,KR063260.1,New Zealand,NEW ZEALAND
18,KR063259.1,New Zealand,NEW ZEALAND
18,AF329932.1,New Zealand,NEW ZEALAND
18,NR_151846.1,New Zealand,NEW ZEALAND
18,KR063258.1,New Zealand,NEW ZEALAND
18,KR063257.1,New Zealand,NEW ZEALAND
18,AF329931.1,New Zealand,NEW ZEALAND
18,FJ711638.1,New Zealand,NEW ZEALAND
18,FJ711639.1,New Zealand,NEW ZEALAND
18,GQ411506.1,New Zealand,NEW ZEALAND
18,0c11506826e17630fecfd4c62e104506,New Zealand,NEW ZEALAND
18,dc9b816ed90c6b1ecba57752afbe803c,New Zealand,NEW ZEALAND
18,b14060dae608348bb4b992abc5a33334,New Zealand,NEW ZEALAND
18,6e8b67aa902f06ded6db73203796008b,New Zealand,NEW ZEALAND
18,AF329933.1,New Zealand,NEW ZEALAND
19,25ec5732a1461df69718828add140ec8,Michigan State,EAST NA
19,MG931920.1,USA: Georgia,EAST NA
19,MG931908.1,USA: Minnesota,EAST NA
19,JF313760.1,USA: North Carolina,EAST NA
19,JF313758.1,USA: North Carolina,EAST NA
19,JF313759.1,USA: North Carolina,EAST NA
19,MG931929.1,USA: South Carolina,EAST NA
19,JF313757.1,USA: Tennessee,EAST NA
19,JF313755.1,USA: Tennessee,EAST NA
19,JF313752.1,USA: Tennessee,EAST NA
19,JF313754.1,USA: Tennessee,EAST NA
19,JF313753.1,USA: Tennessee,EAST NA
19,JF313751.1,USA: Tennessee,EAST NA
19,JF313750.1,USA: Tennessee,EAST NA
19,AY213585.1,USA: Virginia,EAST NA
19,AY213584.1,USA: Virginia,EAST NA
19,AY213586.1,USA: Wisconsin,EAST NA
20,KT822270.1,China,EAST ASIA
20,AB510899.1,Japan,EAST ASIA
20,AB510900.1,Japan,EAST ASIA
20,AB510876.1,Japan,EAST ASIA
20,AB510894.1,Japan,EAST ASIA
20,AB510883.1,Japan,EAST ASIA
20,AB368926.1,Japan: Hokkaido,EAST ASIA
20,AY213573.1,Canada: Bristish Columbia,WEST NA
20,MG953972.1,Canada: Bristish Columbia,WEST NA
20,HQ604790.1,Pacific Northwest,WEST NA
20,AY213580.1,USA: Idaho,WEST NA
20,AY213578.1,USA: Idaho,WEST NA
20,AY213576.1,USA: Idaho,WEST NA
20,MG931916.1,USA: Washington,WEST NA
21,KT822276.1,China,EAST ASIA
21,KT822275.1,China,EAST ASIA
21,MN298779.1,China,EAST ASIA
21,MN298778.1,China,EAST ASIA
21,MN298777.1,China,EAST ASIA
21,MG931783.1,China,EAST ASIA
21,AB509500.1,Japan,EAST ASIA
21,AB509543.1,Japan,EAST ASIA
21,AB510895.1,Japan,EAST ASIA
21,AB510893.1,Japan,EAST ASIA
21,AB510891.1,Japan,EAST ASIA
21,AB510871.1,Japan,EAST ASIA
21,AB510879.1,Japan,EAST ASIA
21,AB510874.1,Japan,EAST ASIA
21,AB510888.1,Japan,EAST ASIA
21,KR673625.1,South Korea,EAST ASIA
22,AB559003.1,Japan,EAST ASIA
22,AB559002.1,Japan,EAST ASIA
22,AB559001.1,Japan,EAST ASIA
22,AB559000.1,Japan,EAST ASIA
22,MF095795.1,Japan,EAST ASIA
22,MF095793.1,Japan,EAST ASIA
22,EU257720.1,Austria,EUROPE
22,MG931757.1,Finland,EUROPE
22,KT822340.1,France,EUROPE
22,MH858236.1,France,EUROPE
22,FJ664581.1,France,EUROPE
22,KY924821.1,Lithuania,EUROPE
23,AF329924.1,Australia,AUSTRALIA
23,AF329923.1,Australia,AUSTRALIA
23,AF329922.1,Australia,AUSTRALIA
23,AF454739.1,Australia,AUSTRALIA
23,6f5db2b037541d9836a9d2cd88f568f9,Tasmania,AUSTRALIA
23,7ff4a9d8aeb2f0bee51f0776f566a457,Tasmania,AUSTRALIA
23,7ff4a9d8aeb2f0bee51f0776f566a457_2,Tasmania,AUSTRALIA
23,501b53d565bf458e0633603b7caedb84,Tasmania,AUSTRALIA
23,b5353a62ddfc89639ded192294211452,Tasmania,AUSTRALIA
23,145a2f4579ae1fc5885ec4fff7b72e48,Tasmania,AUSTRALIA
23,a03772f8d300d845c7e22e92ecae3dcb,Tasmania,AUSTRALIA
23,17b14faac4937b944086e15e68f084bb,Tasmania,AUSTRALIA
23,81f7a25791699a309d2ff41cd47680b7,Tasmania,AUSTRALIA
23,c2e1985356d4d22532591f0d0b3a7e68,Tasmania,AUSTRALIA
23,177b116bc66b6322f8635d2c62d63127,Tasmania,AUSTRALIA
24,5af277e0106fd1da35beef3e61ecf7a3,Australia,AUSTRALIA
24,AF329926.1,New Zealand,NEW ZEALAND
24,d2ba40cd6781b9baaafd6d8bb4336805,New Zealand,NEW ZEALAND
24,27a9af049a7ebd6d8a95c72a0bf7c554,New Zealand,NEW ZEALAND
24,757c7192718e51199f3a5e6cb45ecb68..,New Zealand,NEW ZEALAND
24,43d86ffab133fe1797752eeeeddd4e03,New Zealand,NEW ZEALAND
24,e9a298dfbbe81535162591036a570a2a,New Zealand,NEW ZEALAND
24,0c6d997f95a885a1a894d3c623f90182,New Zealand,NEW ZEALAND
24,13a2fa62c8f40cbbecab51619bdb6547,New Zealand,NEW ZEALAND
24,FJ660941.1,New Zealand,NEW ZEALAND
24,fbf78914852056a4a5f4d46a72a70392,New Zealand,NEW ZEALAND
24,efce8cca5d5594f2cf75b968b3a6b61d,New Zealand,NEW ZEALAND
24,cccb97d0ac9de5cb035d119ff194e92b,New Zealand,NEW ZEALAND
24,458f5600107ecbfac9aaf3dd07dc9f83,New Zealand,NEW ZEALAND
24,FJ711641.1,New Zealand,NEW ZEALAND
25,DQ784799.1,Czech Republic,EUROPE
25,AY175806.1,Czech Republic,EUROPE
25,KP960548.1,Italy,EUROPE
25,KP960547.1,Italy,EUROPE
25,KP960546.1,Italy,EUROPE
25,KP960559.1,Italy,EUROPE
25,KT822337.1,Slovenia,EUROPE
25,KX618580.1,UK,EUROPE
25,KX618572.1,UK,EUROPE
25,KX618571.1,UK,EUROPE
25,KX618570.1,UK,EUROPE
25,HQ232293.1,Ukraine,EUROPE
25,HQ232294.1,Ukraine,EUROPE
25,HQ232292.1,Ukraine,EUROPE
26,MT076088.1,Argentina,TEMP. SOUTH AMERICA
26,FJ711596.1,Argentina,TEMP. SOUTH AMERICA
26,FJ660946.1,Argentina,TEMP. SOUTH AMERICA
26,FJ660945.1,Argentina,TEMP. SOUTH AMERICA
26,KY559348.1,Argentina,TEMP. SOUTH AMERICA
26,FJ660947.1,Argentina,TEMP. SOUTH AMERICA
26,7c909991cf126dce0fb270672a7b4342,Chile,TEMP. SOUTH AMERICA
26,4d57b05faa5c4ac2182e848de7969d19,Chile,TEMP. SOUTH AMERICA
26,fce139432e610fb6aac8e9163d953147,Chile,TEMP. SOUTH AMERICA
26,7db60238a0ed5cb54208494d8ddbe43c,Chile,TEMP. SOUTH AMERICA
26,d6bc60996edc3dd31944af90e062d4c1,Chile,TEMP. SOUTH AMERICA
26,f1807510f5d60eccd7088dd49d317b4d,Chile,TEMP. SOUTH AMERICA
26,09fc5b6ef6b1cc6e41c465a57cd8eab4,Chile,TEMP. SOUTH AMERICA
26,7594cf1586abeba5cb1d0bb1bde868aa,Chile,TEMP. SOUTH AMERICA
27,JF313765.1,USA: North Carolina,EAST NA
27,JF313766.1,USA: North Carolina,EAST NA
27,JF313778.1,USA: Tennessee,EAST NA
27,JF313776.1,USA: Tennessee,EAST NA
27,JF313775.1,USA: Tennessee,EAST NA
27,JF313769.1,USA: Tennessee,EAST NA
27,JF313771.1,USA: Tennessee,EAST NA
27,JF313772.1,USA: Tennessee,EAST NA
27,JF313777.1,USA: Tennessee,EAST NA
27,JF313774.1,USA: Tennessee,EAST NA
27,JF313770.1,USA: Tennessee,EAST NA
27,JF313773.1,USA: Tennessee,EAST NA
27,JF313768.1,USA: Tennessee,EAST NA
27,MF755264.1,USA: Tennessee,EAST NA
28,AF448422.1,Argentina,TEMP. SOUTH AMERICA
28,FJ660940.1,Argentina,TEMP. SOUTH AMERICA
28,FJ711608.1,Argentina,TEMP. SOUTH AMERICA
28,FJ711610.1,Argentina,TEMP. SOUTH AMERICA
28,FJ711607.1,ARGENTINA,TEMP. SOUTH AMERICA
28,FJ660938.1,Argentina,TEMP. SOUTH AMERICA
28,FJ664612.1,Argentina,TEMP. SOUTH AMERICA
28,FJ711609.1,Argentina,TEMP. SOUTH AMERICA
28,FJ711611.1,Argentina,TEMP. SOUTH AMERICA
28,AF448424.1,Chile,TEMP. SOUTH AMERICA
28,AF448423.1,Chile,TEMP. SOUTH AMERICA
29,EU734747.1,Australia,AUSTRALIA
29,AF394918.1,Australia,AUSTRALIA
29,FJ711637.1,Tasmania,AUSTRALIA
29,EU734746.1,New Zealand,NEW ZEALAND
29,EU734745.1,New Zealand,NEW ZEALAND
29,EU734744.1,New Zealand,NEW ZEALAND
29,AF329907.1,New Zealand,NEW ZEALAND
29,AF329905.1,New Zealand,NEW ZEALAND
29,FJ711636.1,New Zealand,NEW ZEALAND
29,FJ711635.1,New Zealand,NEW ZEALAND
30,FJ664589.1,Australia,AUSTRALIA
30,AF329908.1,Australia,AUSTRALIA
30,873b075287c319158596b482f908face,Tasmania,AUSTRALIA
30,06223fed3b488a5068dfe32eb79e17da,Tasmania,AUSTRALIA
30,a71a274ec7a080c1c7e2629e2850c4e3,Tasmania,AUSTRALIA
30,cf0c2a9d5a1e60b5dd3d067f2f4f7d52,Tasmania,AUSTRALIA
30,bf0dfbaa93bf445cc89e94901fcc91cf,Tasmania,AUSTRALIA
30,d7e06bb1dbd58232d0dee8585219772f,Tasmania,AUSTRALIA
30,0354870ee44e9ee937c5f209fb6ce2c1,Tasmania,AUSTRALIA
30,AF329906.1,New Zealand,NEW ZEALAND
30,6ff572373f8c6c67a5fef8ee75b73f5d,New Zealand,NEW ZEALAND
31,MN992570.1,Canada: Quebec,EAST NA
31,FJ664609.1,USA,EAST NA
31,AY213582.1,Canada: Bristish Columbia,WEST NA
31,AY213581.1,Canada: Bristish Columbia,WEST NA
31,FJ664598.1,Canada: Bristish Columbia,WEST NA
31,AY213564.1,Canada: Bristish Columbia,WEST NA
31,AY213563.1,Canada: Bristish Columbia,WEST NA
31,FJ664610.1,Canada: Bristish Columbia,WEST NA
31,MG931936.1,USA: Idaho,WEST NA
31,AY213583.1,USA: Washington,WEST NA
32,AF454738.1,Australia,AUSTRALIA
32,AF329921.1,Australia,AUSTRALIA
32,AF329920.1,Australia,AUSTRALIA
32,AF329916.1,Australia,AUSTRALIA
32,AF329915.1,Australia,AUSTRALIA
32,AF329914.1,Australia,AUSTRALIA
32,FJ664607.1,Australia,AUSTRALIA
32,AF329917.1,Australia,AUSTRALIA
32,AF394917.1,Australia,AUSTRALIA
32,AF329919.1,Tasmania,AUSTRALIA
32,AF329918.1,Tasmania,AUSTRALIA
33,KR061310.1,Mexico,CENTRAL AMERICA
33,KR061312.1,Mexico,CENTRAL AMERICA
33,KR061311.1,Mexico,CENTRAL AMERICA
33,KC111007.1,Mexico,CENTRAL AMERICA
33,JX281813.1,Mexico,CENTRAL AMERICA
33,JX281812.1,Mexico,CENTRAL AMERICA
33,KC111008.1,Mexico,CENTRAL AMERICA
33,KR061308.1,Mexico,CENTRAL AMERICA
33,KC111009.1,Mexico,CENTRAL AMERICA
33,JX281814.1,Mexico,CENTRAL AMERICA
34,MW597210.1,Canada: Bristish Columbia,WEST NA
34,MW597208.1,Canada: Bristish Columbia,WEST NA
34,MW597213.1,Canada: Bristish Columbia,WEST NA
34,MW597207.1,Canada: Bristish Columbia,WEST NA
34,MW597206.1,Canada: Bristish Columbia,WEST NA
34,MW597310.1,USA: Oregon,WEST NA
34,MW597309.1,USA: Oregon,WEST NA
34,MW597227.1,USA: Washington,WEST NA
34,MW597194.1,USA: Washington,WEST NA
35,KR063266.1,New Zealand,NEW ZEALAND
35,MW740331.1,New Zealand,NEW ZEALAND
35,JN017915.1,New Zealand,NEW ZEALAND
35,MH860519.1,New Zealand,NEW ZEALAND
35,4404c1336b0a5fb0908889a19d5eda08,New Zealand,NEW ZEALAND
35,4404c1336b0a5fb0908889a19d5eda08_2,New Zealand,NEW ZEALAND
35,0adc4c36be1fe2370b12bd53426a0b6f,New Zealand,NEW ZEALAND
35,FJ660942.1,New Zealand,NEW ZEALAND
36,AF329911.1,Australia,AUSTRALIA
36,AF329910.1,Australia,AUSTRALIA
36,AF329909.1,Australia,AUSTRALIA
36,AF454742.1,Australia,AUSTRALIA
37,KP162324.1,China,EAST ASIA
37,MW888491.1,Russia,EAST ASIA
37,MN905880.1,USA: Minnesota,EAST NA
37,KX618563.1,UK,EUROPE
37,KX618564.1,UK,EUROPE
38,U54808.1,Finland,EUROPE
38,U54815.1,France,EUROPE
38,U54813.1,France,EUROPE
38,U54816.1,France,EUROPE
38,U54818.1,France,EUROPE
38,U54811.1,France,EUROPE
39,KU378048.1,China,EAST ASIA
39,KU378047.1,China: Yunnan,EAST ASIA
40,KP162312.1,China,EAST ASIA
40,KT822316.1,China,EAST ASIA
40,KJ643350.1,China,EAST ASIA
40,MH930875.1,India,INDIA
41,MF161189.1,USA: Boston Harbor Islands,EAST NA
41,MH855243.1,USA: Florida,EAST NA
41,KX065942.1,USA: Louisiana,EAST NA
42,FJ711640.1,New Zealand,NEW ZEALAND
42,KR063265.1,New Zealand,NEW ZEALAND
42,AF329930.1,New Zealand,NEW ZEALAND
42,FJ664590.1,New Zealand,NEW ZEALAND
43,AF329912.1,Australia,AUSTRALIA
43,FJ664591.1,Australia,AUSTRALIA
43,c9820b92e1cf691f5d32d19a5eac542d,Australia,AUSTRALIA
43,KM624597.1,Tasmania,AUSTRALIA
44,AF329928.1,New Zealand,NEW ZEALAND
44,AF329927.1,New Zealand,NEW ZEALAND
44,AF329929.1,New Zealand,NEW ZEALAND
44,MW191789.1,New Zealand,NEW ZEALAND
45,MW597265.1,USA: Alaska,WEST NA
45,MW597250.1,USA: Alaska,WEST NA
45,MW597150.1,USA: Alaska,WEST NA
45,MW597264.1,USA: Alaska,WEST NA
46,KT822335.1,China,EAST ASIA
46,KT822322.1,China,EAST ASIA
46,MH550357.1,Canada: Bristish Columbia,WEST NA
47,MF686519.1,USA: Tennessee,EAST NA
47,MH979240.1,USA: Wisconsin,EAST NA
48,FJ664593.1,USA,EAST NA
48,MF161188.1,USA: Boston Harbor Islands,EAST NA
48,AF163589.1,USA: Massachusetts,EAST NA
49,JF313764.1,USA: Tennessee,EAST NA
49,JF313763.1,USA: Tennessee,EAST NA
49,JF313761.1,USA: Tennessee,EAST NA
50,AJ537390.1,Indonesia: Java,SOUTHEAST ASIA
50,AF448421.1,Indonesia: Sumatra,SOUTHEAST ASIA
50,AF448420.1,Indonesia: Sumatra,SOUTHEAST ASIA
51,ddb1d7d6d0af4f8fc2369f16f94f4e4c,Bolivia,TEMP. SOUTH AMERICA
51,3ea47fe9362e8177be11568b775a9873,Bolivia,TEMP. SOUTH AMERICA
51,KU170954.1,Guyana,TROP. SOUTH AMERICA
52,AF163596.1,USA: California,WEST NA
52,AF163595.1,USA: California,WEST NA
53,AY996720.1,USA: Oregon,WEST NA
53,AY996719.1,USA: Washington,WEST NA
54,JX281808.1,Mexico,CENTRAL AMERICA
54,MW397118.1,USA: Arizona,WEST NA
55,JX281807.1,Mexico,CENTRAL AMERICA
55,JX281806.1,Mexico,CENTRAL AMERICA
56,MH410001.1,New Zealand,NEW ZEALAND
56,AF329925.1,New Zealand,NEW ZEALAND
57,AB558999.1,Japan,EAST ASIA
57,AB558998.1,Japan,EAST ASIA
58,HM131820,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,HM131821,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,HM131823,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,HM121826,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,KU170947,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,KU170948,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
58,NR_119834,Guyana-G. necrorhizus,TROP. SOUTH AMERICA
59,KU170949,Guyana-G. lucianii,TROP. SOUTH AMERICA
59,KU170950,Guyana-G. lucianii,TROP. SOUTH AMERICA
60,MK281623,"West Virginia, USA-Wynnea symbiont",EAST NA
61,MK2816219,Brazil-Wynnea symbiont,TROP. SOUTH AMERICA
